Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
W1000B37,W1000B37,B,S,I,11410,41012,51012,W Premium 1000 3/7 Compartment,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,W1000B37,FRE,CTN,10,0,150,0,SLV,GST,,0,1,0,0,0,0,0,0,74,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,,
CF0058,MP.CA-SW12WHT,B,S,I,11591,41071,51081,White Paper Coffee Cup 12oz Single Wall\r\n 355ml,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,50/SLV x 20,,MPM Marketing Service,CA-SW12-WHT,GST,CTN,20,0,0,5.2,SLV,GST,,0,1,0,0,0,0,0,5.2,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,76.85,,
CHIP0034,FP.CSU12-Chip Cups Large 12oz,B,S,I,11591,41071,51081,Chip Cups Large 12oz,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,SLV,50/SLV x 20,,FPA,C-SU12,GST,CTN,20,0,0,3.5,SLV,GST,,0,1,0,0,0,0,0,3.5,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,51.79,,
CF0057,MP.CA-SW16WHT,B,S,I,11591,41071,51081,White Paper Coffee Cup 16oz Single Wall\r\n 460ml,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CA-SW16-WHT,GST,CTN,20,0,0,3.12,SLV,GST,,0,1,0,0,0,0,0,3.12,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.19,,
W Lid H,W Lid H,B,S,I,11410,41012,51012,W Plastic Lid to Suit W Brand Container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,W Lid H,FRE,CTN,10,200,1,5.01,SLV,GST,,0,1,0,0,0,0,0,5.005,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,38.5,,
CHIP0035,FP.CSU8-Chip Cups Small 8oz,B,S,I,11591,41071,51081,Chip Cup Small 8oz,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,SLV,50/SLV x 20,,FPA,C-SU8,GST,CTN,20,0,0,3.34,SLV,GST,,0,1,0,0,0,0,0,3.34,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,49.43,,
CF0056,MP.CA-TLID12.. Lid 12ozWHT DMP,B,S,I,11591,41071,51081,Lid Wht 12oz Suit Dimple,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CATLID12,GST,CTN,10,0,0,7.56,SLV,GST,,0,1,0,0,0,0,0,7.56,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,55.92,,
CF0055,MP.CA-TLID12B..Lid 12ozBlk DMP,B,S,I,11591,41071,51081,Lid 12oz Black suit DImple,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CATLID12B,GST,CTN,10,0,0,6.81,SLV,GST,,0,1,0,0,0,0,0,6.81,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,50.34,,
CHIP0036,MP.CA-HC12HFG-pap chip 12oz,B,S,I,11591,41071,51081,Large Paper Chip Cups\r\n Hot Food 2 Go  Sleeved\r\n 12 oz / 340 g\r\n92 x 95 mm,X,,,NIL,SLV,50/SLV x 20,,MPM Marketing Service,CA-HC12HFG,GST,CTN,20,0,0,3.71,SLV,GST,,0,1,0,0,0,0,0,3.71,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,54.9,,
W Lid,W Lid,B,S,I,11410,41012,51012,W Plastic Lid to Suit W Brand Container,X,,,NIL,SLV,50/SLV x 10,"D1-1/2/3/4,D3-3/4,D4-4",WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,W Lid,FRE,CTN,10,0,350,5.14,SLV,GST,,0,1,0,0,0,0,0,5.144,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,39.57,,
CF0054,MP.CA-TLID8..Lid 8oz WHT DMP,B,S,I,11591,41071,51081,Lid White Sippa 8oz,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CATLID8,GST,CTN,10,0,0,4.73,SLV,GST,,0,1,0,0,0,0,0,4.73,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,34.96,,
CHIP0037,MP.CA-HC8HFG-pap Chip 8oz,B,S,I,11591,41071,51081,Small Paper Chip Cups\r\n Hot Food 2 Go  Sleeved\r\n 8 oz / 225 g\r\n87 x 75 mm,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,SLV,50/SLV x 20,,MPM Marketing Service,CA-HC8HFG,GST,CTN,20,0,0,3.65,SLV,GST,,0,1,0,0,0,0,0,3.65,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,53.97,,
CF0053,MP.CA-TLID8B..8oz lid BLK DMP,B,S,I,11591,41071,51081,Lid 8oz Black suit Dimple,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CATLID8B,GST,CTN,10,0,0,4.3,SLV,GST,,0,1,0,0,0,0,0,4.3,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,31.78,,
CF0052,MP.CA-DMPLFJ12B,B,S,I,11591,41071,51081,Cup12oz Dimple black,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CADMPLFJ12B,GST,CTN,20,0,0,4.54,SLV,GST,,0,1,0,0,0,0,0,4.54,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,67.1,,
FT0040,FP.CSB0230..Plan Food Tray sma,B,S,I,11591,41071,51081,Plain Food Tray Small,X,Paper Containers and boxes,Food Trays & Clams,Containers,SLV,50/SLV x 5,,FPA,C-SB0230,GST,CTN,5,0,0,4.87,SLV,GST,,0,1,0,0,0,0,0,4.87,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,18,,
CF0051,MP.CA-DMPLFJ12CM,B,S,I,11591,41071,51081,Cup 12oz Dimple Cafe Montmartre (CM),X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CADMPLFJ12CM,GST,CTN,20,0,0,4.54,SLV,GST,,0,1,0,0,0,0,0,4.54,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,67.1,,
CF0050,MP.CA-DMPLFJ12CV,B,S,I,11591,41071,51081,Cup 12oz DImple C/Verve,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CADMPLFJ12CV,GST,CTN,20,0,0,4.54,SLV,GST,,0,1,0,0,0,0,0,4.54,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,67.1,,
CF0049,MP.CA-DMPLFJ16B,B,S,I,11591,41071,51081,Cup 16oz Dimple Blk,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,20/SLV x 15,,MPM Marketing Service,CADMPLFJ16B,GST,CTN,15,0,0,7.54,SLV,GST,,0,1,0,0,0,0,0,7.54,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,83.6,,
CF0048,MP.CA-DMPLFJ16CM,B,S,I,11591,41071,51081,Cup 16oz Dimple Cafe Montmartre (CM),X,Cups,Paper Coffee Cups & Lids,NIL,SLV,20/SLV x 15,,MPM Marketing Service,CADMPLFJ16CM,GST,CTN,15,0,0,7.54,SLV,GST,,0,1,0,0,0,0,0,7.54,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,83.6,,
GB0064,TA.18L TIDY ROL WHI,B,S,I,11591,41071,51081,SMALL 18 LTR KITCHEN TIDY ROLL - WHITE,X,Janitorial and Washroom,Garbage Bags,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,KTS,GST,CTN,20,0,0,1.08,SLV,GST,,0,1,0,0,0,0,0,1.08,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,15.9,,
GB0065,TA.120L LDPE B/LINER Whi,B,S,I,11591,41071,51081,120LTR WHITE LDPE BIN LINER + EPI 1C/1S,X,Janitorial and Washroom,Garbage Bags,NIL,CTN,100/CTN,,Tailored Packaging (WA) Pty Ltd,EPI120-W,GST,CTN,1,0,0,21.5,CTN,GST,,0,1,0,0,0,0,0,21.5,15.9,15.9,15.9,15.9,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,15.9,,
GB0066,TA.36L EPI B/LINER ROL WHI,B,S,I,11591,41071,51081,LARGE 36 LTR EPI WHITE BIN LINER ROLL,X,Janitorial and Washroom,Garbage Bags,NIL,CTN,1000/CTN,,Tailored Packaging (WA) Pty Ltd,EPIKTL-W,GST,CTN,1,0,0,42.99,CTN,GST,,0,1,0,0,0,0,0,42.99,31.8,31.8,31.8,31.8,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,31.8,,
GB0067,TA.27L EPI B/LINER ROL WHI,B,S,I,11591,41071,51081,MEDIUM 27 LTR EPI WHITE BINLINER ROLL,X,Janitorial and Washroom,Garbage Bags,NIL,CTN,1000/CTN,,Tailored Packaging (WA) Pty Ltd,EPIKTM-W,GST,CTN,1,0,0,34.4,CTN,GST,,0,1,0,0,0,0,0,34.4,25.44,25.44,25.44,25.44,25.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,25.44,,
GB0068,TA.18L EPI B/LINER ROL WHI,B,S,I,11591,41071,51081,SMALL 18LTR EPI WHITE BINLINER ROLL,X,Janitorial and Washroom,Garbage Bags,NIL,CTN,1000/CTN,,Tailored Packaging (WA) Pty Ltd,EPIKTS-W,GST,CTN,1,0,0,25.8,CTN,GST,,0,1,0,0,0,0,0,25.8,19.08,19.08,19.08,19.08,19.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,19.08,,
CF0047,MP.CA-DMPLFJ16CV,B,S,I,11591,41071,51081,Cup 16oz Dimple C/verve,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,20/SLV x 15,,MPM Marketing Service,CADMPLFJ16CV,GST,CTN,15,0,0,7.54,SLV,GST,,0,1,0,0,0,0,0,7.54,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,83.6,,
FT0043,MP.CA-HDTW..WHT C/BRD HOTDOG T,B,S,I,11591,41071,51081,Rediserve Paper Hot Dog Trays\r\n White  \r\n Hot Dog\r\n190 x 70 mm base 50 mm high,X,Paper Containers and boxes,Food Trays & Clams,Containers,CTN,50/SLV x 5,,MPM Marketing Service,CA-HDT-W,GST,CTN,5,0,0,12.57,SLV,GST,,0,1,0,0,0,0,0,12.57,24.781,24.781,24.781,24.781,24.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,9.67,,
CF0046,MP.CA-DMPLFJ8CV,B,S,I,11591,41071,51081,Cup 8oz Dimple C/Verve,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CADMPLFJ8CV,GST,CTN,20,0,0,3.72,SLV,GST,,0,1,0,0,0,0,0,3.72,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,55,,
CF0045,CA-DW8JUTE,B,S,I,11591,41071,51081,Cup 8oz DBLWALL Jute - 500/CTN\r\n,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,SLV25 X 20,,MPM Marketing Service,CA-DW8JUTE,GST,CTN,20,0,0,0,SLV,GST,,0,1,0,0,0,0,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
A500,A500,B,S,I,11415,41013,51013,W Economical 500ml Plastic Container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,A500,FRE,CTN,10,0,0,5.48,SLV,GST,,0,1,0,0,0,0,0,5.476,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,42.12,,
FP0041,MP.CA.PFP016WH..16oz food pail,B,S,I,11591,41071,51081,Food Pails with Paper Handles 16oz\r\n White  \r\n98 x 75 x 90 mm,X,Paper Containers and boxes,Food Pails,Containers,SLV,25/SLV x 10,,MPM Marketing Service,CA-PFP016WH,GST,CTN,10,0,0,25.6,SLV,GST,,0,1,0,0,0,0,0,25.6,24.781,24.781,24.781,24.781,24.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,19.69,,
CF0044,MP.CA-DW8JUTE,B,S,I,11591,41071,51081,Jute Paper Coffee Cup 8oz Double Wall\r\n6 designs in one carton!\r\n280ml,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CA-DW8-JUTE,GST,CTN,20,0,0,3.53,SLV,GST,,0,1,0,0,0,0,0,3.53,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,52.2,,
A650,A650,B,S,I,11415,41013,51013,W Economical 650ml Plastic Container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,A650,FRE,CTN,10,0,0,6.04,SLV,GST,,0,1,0,0,0,0,0,6.04,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.46,,
FP0042,MP.CA-PFP026WH..WHT C/BD PAIL,B,S,I,11591,41071,51081,Food Pails with Paper Handles 26oz\r\n White  \r\n110 x 94 x 104 mm,X,Paper Containers and boxes,Food Pails,Containers,SLV,25/SLV x 10,,MPM Marketing Service,CA-PFP026WH,GST,CTN,10,0,0,46.48,SLV,GST,,0,1,0,0,0,0,0,46.48,24.781,24.781,24.781,24.781,24.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,35.75,,
CF0043,MP.CA-HCSLIDB..Black Lid,B,S,I,11591,41071,51081,Combo Hot Cup Lids  Black\r\n Snap On \r\n To suit 8oz12oz and 16oz\r\nDouble and  Single Wall and  Dimple,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CA-HCSLIDB,GST,CTN,10,0,0,4.57,SLV,GST,,0,1,0,0,0,0,0,4.57,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,33.81,,
A750,A750,B,S,I,11415,41013,51013,W Economical 750ml Plastic Container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,A750,FRE,CTN,10,0,0,6.5,SLV,GST,,0,1,0,0,0,0,0,6.502,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,50.01,,
A1000,A1000,B,S,I,11415,41013,51013,W Economical 1000ml Plastic Container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,A1000,FRE,CTN,10,0,0,6.99,SLV,GST,,0,1,0,0,0,0,0,6.992,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,53.78,,
CF0042,MP.CA-HCSLID4..LID Suit 4oz,B,S,I,11591,41071,51081,Single Wall Espresso Cup Lid Snap On White\r\n Suits 4 oz / 118 ml oz cups\r\n,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CA-HCSLID4,GST,CTN,10,0,0,6.07,SLV,GST,,0,1,0,0,0,0,0,6.07,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,44.92,,
A Lid,A Lid,B,S,I,11415,41013,51013,W Plastic Lid to Suit A Brand Container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,A Lid,FRE,CTN,10,0,0,3.91,SLV,GST,,0,1,0,0,0,0,0,3.906,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,30.05,,
CF0041,MP.CA-HCSLID..White Lid,B,S,I,11591,41071,51081,Combo Hot Cup Lids  White\r\n Snap On\r\n To suit 8oz12oz and 16oz\r\nDouble and  Single Wall and  Dimple,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,100/SLV x 10,,MPM Marketing Service,CA-HCSLID,GST,CTN,10,0,0,4.33,SLV,GST,,0,1,0,0,0,0,0,4.33,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32,,
BC0045,MP.CA-BC061-C/burger c/brdHFTG,B,S,I,11591,41071,51081,Hot Food 2 Go Burger Clams\r\n Printed\r\n Large\r\n105 x 105 x 83 mm,X,,,NIL,SLV,100/SLV x 4,,MPM Marketing Service,CA-BC061,GST,CTN,4,0,0,16.04,SLV,GST,,0,1,0,0,0,0,0,16.04,24.781,24.781,24.781,24.781,24.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,47.45,,
Round10,Round10,B,S,I,11410,41012,51012,W Plastic Round Container 10oz,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,C13-1,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,R10,FRE,CTN,10,0,0,4.45,SLV,GST,,0,1,0,0,0,0,0,4.454,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,34.26,,
CF0040,MP.CA-DW8BLK,B,S,I,11591,41071,51081,Black Paper Coffee Cup 8oz\r\n Double Wall\r\n280ml,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,25/SLV x 20,,MPM Marketing Service,CA-DW8-BLK,GST,CTN,20,0,0,3.27,SLV,GST,,0,1,0,0,0,0,0,3.27,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,48.38,,
Round16,Round16,B,S,I,11410,41012,51012,W Plastic Round Container 16oz,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,R16,FRE,CTN,10,0,0,5.54,SLV,GST,,0,1,0,0,0,0,0,5.535,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,42.58,,
BC0046,MP.CA-EFC01-Clamburger Lge en,B,S,I,11591,41071,51081,Clam burger large enviro,X,Paper Containers and boxes,"Food Trays,Boxes,Clams ECO",Containers,SLV,25/SLV X 8,,MPM Marketing Service,CA-EFC01,GST,CTN,8,0,0,8.2,SLV,GST,,0,1,0,0,0,0,0,8.2,24.781,24.781,24.781,24.781,24.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,48.49,,
Round25,Round25,B,S,I,11410,41012,51012,W Plastic Round Container 25oz,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,R25,FRE,CTN,10,0,0,6.76,SLV,GST,,0,1,0,0,0,0,0,6.762,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,52.02,,
Round Lid,Round Lid,B,S,I,11410,41012,51012,W Lid for round container,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,"D15-2/3/4,D16-4",WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,Round Lid,FRE,CTN,10,0,0,2.88,SLV,GST,,0,1,0,0,0,0,0,2.881,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,22.16,,
Round Lid H,Round Lid H,B,S,I,11410,41012,51012,Round Lids with hole,X,Plastic Containers,Microwavable Containers Clear,Containers,SLV,50/SLV x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,Round Lid H,FRE,CTN,10,0,0,0,SLV,GST,,0,1,0,0,0,0,0,0,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,,
#2,#2,B,S,I,11410,41012,51012,W Sauce container 70ML,X,Plastic Containers,Sauce container clear,Containers,SLV,SLV100 x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,#2,FRE,CTN,10,0,0,22.95,SLV,GST,,0,1,0,0,0,0,0,22.95,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,17.66,,
CF0039,MP.CA-DW16CPTCM,B,S,I,11591,41071,51081,Cafe Montmartre Paper Coffee Cup 16oz\r\n Double Wall\r\n460ml,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,20/SLV x 15,,MPM Marketing Service,CA-DW16CPT-CM,GST,CTN,15,0,0,4.48,SLV,GST,,0,1,0,0,0,0,0,4.48,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,49.72,,
CAKEB0008,DPK.K506S0001-CLB 5in,B,S,I,11591,41071,51081,CLB 5 INCH WINDOW PATISSERIE,X,Bakery & Patisserie,Cake Boxes,NIL,SLV,100/SLV x 8,,DETPAK,K506S0001,GST,CTN,8,0,0,52.28,SLV,GST,,0,1,0,0,0,0,0,52.281,24.781,24.781,24.781,24.781,24.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,321.73,,
DN0050,TA.D FOLD NAPKIN,B,S,I,11591,41071,51081,1PLY FSC MIX CREDIT WHT COMP DISP NAPKIN,X,Napkin,Dispenser Napkin,NIL,CTN,250/SLV x 20,,Tailored Packaging (WA) Pty Ltd,N1CDW,GST,CTN,1,0,0,23.28,CTN,GST,,0,1,0,0,0,0,0,23.28,22.17,22.17,22.17,22.17,22.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,17.91,,
ROC0138,TA.Clear Flat Round Lid,B,S,I,11591,41071,51081,Clear Flat Round Lid,X,Plastic Containers,Microwavable Container,Containers,SLV,50/SLV x 10,,Tailored Packaging (WA) Pty Ltd,CLID,GST,CTN,10,0,0,2.48,SLV,GST,,0,1,0,0,0,0,0,2.478,2.36,2.36,2.36,2.36,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,19.06,,
ROC0139,TA.300ml Clear Round Container,B,S,I,11591,41071,51081,300ml Clear Round Container,X,Plastic Containers,Microwavable Container,Containers,SLV,100/SLV X 10,,Tailored Packaging (WA) Pty Ltd,C10,GST,CTN,10,0,0,7.36,SLV,GST,,0,1,0,0,0,0,0,7.357,2.36,2.36,2.36,2.36,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,56.6,,
#4,#4,B,S,I,11410,41012,51012,W Sauce Container 100ML,X,Plastic Containers,Sauce container clear,Containers,SLV,SLV100 x 10,,WEIDA PLASTICS & MACHINERY INDUSTRIAL CO. LTD,#4,FRE,CTN,10,0,0,30.6,SLV,GST,,0,1,0,0,0,0,0,30.6,59.728,59.728,59.728,59.728,59.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,23.54,,
CF0038,MP.CA-SW8WHT,B,S,I,11591,41071,51081,White Paper Coffee Cup 8oz Single Wall\r\n 280ml,X,Cups,Paper Coffee Cups & Lids,NIL,SLV,50/SLV x 20,,MPM Marketing Service,CA-SW8-WHT,GST,CTN,20,0,0,4.99,SLV,GST,,0,1,0,0,0,0,0,4.994,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,76.84,,
